"BIO_DETAIL_ID","STATE_NAME","RECFIN_YEAR","RECFIN_PORT_NAME","RECFIN_TRIP_TYPE_NAME","AGENCY_WATER_AREA_NAME","AGENCY_FISHED_AREA_NAME","RECFIN_MODE_NAME","FISHERY_MANAGEMENT_PLAN","STOCK_COMPLEX_NAME","SPECIES_GROUP_NAME","SPECIES_NAME","SCIENTIFIC_NAME","AGENCY_LENGTH","AGENCY_LENGTH_UNITS","IS_AGENCY_LENGTH_WITHIN_MAX","AGENCY_WEIGHT","AGENCY_WEIGHT_UNITS","RECFIN_LENGTH_MM","RECFIN_IMPUTED_LENGTH","RECFIN_LENGTH_TYPE","RECFIN_IMPUTED_WEIGHT_KG","RECFIN_SEX_CODE","RECFIN_SEX_NAME","IS_RETAINED","CAUGHT_BY_OBSERVED_ANGLER","SOURCE_CODE"
43634516602,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",382,"","T",.6,"",382,"","",.6482,"","","RETAINED","","BIO"
43634517434,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",467,"","T",1.3,"",467,"","",1.2257,"","","RETAINED","","BIO"
43634517435,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",467,"","T",1.4,"",467,"","",1.2257,"","","RETAINED","","BIO"
43634517436,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",475,"","T",1.3,"",475,"","",1.2935,"","","RETAINED","","BIO"
43634517449,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",450,"","T",1.1,"",450,"","",1.0897,"","","RETAINED","","BIO"
43634517458,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",484,"","T",1.5,"",484,"","",1.3728,"","","RETAINED","","BIO"
43634517092,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",380,"","T",.57,"",380,"","",.6375,"","","RETAINED","","BIO"
43634517093,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",495,"","T",2.1,"",495,"","",1.4742,"","","RETAINED","","BIO"
43637452579,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",472,"","T",1.2,"",472,"","",1.2678,"","","RETAINED","","BIO"
43637452603,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",462,"","T",1.2,"",462,"","",1.1845,"","","RETAINED","","BIO"
43632206396,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","OTHER ANADROMOUS","INLAND","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","STARRY FLOUNDER","PLATICHTHYS STELLATUS",522,"","T",1.6,"",522,"","",2.0051,"","","RETAINED","","BIO"
43634513638,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",335,"","T",.47,"",335,"","",.4275,"","","RETAINED","","BIO"
43634513639,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",396,"","T",.64,"",396,"","",.7266,"","","RETAINED","","BIO"
43634513641,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",466,"","T",1.1,"",466,"","",1.2174,"","","RETAINED","","BIO"
43634513642,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",552,"","T",2.1,"",552,"","",2.0828,"","","RETAINED","","BIO"
43634514181,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",362,"","T",.53,"",362,"","",.5466,"","","RETAINED","","BIO"
43634514183,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",547,"","T",1.6,"",547,"","",2.0235,"","","RETAINED","","BIO"
43634513377,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",331,"","T",.42,"",331,"","",.4115,"","","RETAINED","","BIO"
43634513378,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",350,"","T",.46,"",350,"","",.4912,"","","RETAINED","","BIO"
43634513380,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",419,"","T",.8,"",419,"","",.869,"","","RETAINED","","BIO"
43634514250,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",294,"","T",,"",294,"","",.2826,"","","RETAINED","","BIO"
43634513416,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",407,"","T",.8,"",407,"","",.7925,"","","RETAINED","","BIO"
43634513417,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",409,"","T",.98,"",409,"","",.8049,"","","RETAINED","","BIO"
43634513418,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",430,"","T",.8,"",430,"","",.9434,"","","RETAINED","","BIO"
43634513435,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",506,"","T",1.6,"",506,"","",1.5806,"","","RETAINED","","BIO"
43634514262,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",344,"","T",,"",344,"","",.465,"","","RETAINED","","BIO"
43634514263,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",592,"","T",,"",592,"","",2.6,"","","RETAINED","","BIO"
43634513479,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",386,"","T",.65,"",386,"","",.67,"","","RETAINED","","BIO"
43634513481,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",518,"","T",1.8,"",518,"","",1.7025,"","","RETAINED","","BIO"
43634513482,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",521,"","T",1.8,"",521,"","",1.734,"","","RETAINED","","BIO"
43634513483,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",540,"","T",2.2,"",540,"","",1.9426,"","","RETAINED","","BIO"
43634514352,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",372,"","T",.6,"",372,"","",.5959,"","","RETAINED","","BIO"
43634513567,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",513,"","T",1.9,"",513,"","",1.651,"","","RETAINED","","BIO"
43634513568,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",519,"","T",2,"",519,"","",1.713,"","","RETAINED","","BIO"
43634513623,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",444,"","T",1,"",444,"","",1.0443,"","","RETAINED","","BIO"
43634513624,"CALIFORNIA",2025,"BAY AREA (SONOMA, MARIN, SOLANO, NAPA, CONTRA COSTA, ALAMEDA, SANTA CLARA, SAN MATEO, SAN FRANCISCO COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",463,"","T",1.2,"",463,"","",1.1927,"","","RETAINED","","BIO"
43634519978,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",540,"","T",,"",540,"","",1.9426,"","","RETAINED","","BIO"
43634519733,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",454,"","T",,"",454,"","",1.1207,"","","RETAINED","","BIO"
43634520643,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",430,"","T",1.2,"",430,"","",.9434,"","","RETAINED","","BIO"
43634520644,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",535,"","T",2.4,"",535,"","",1.8861,"","","RETAINED","","BIO"
43637446245,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",489,"","T",1.3,"",489,"","",1.4183,"","","RETAINED","","BIO"
43634519340,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",494,"","T",,"",494,"","",1.4648,"","","RETAINED","","BIO"
43640325176,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",426,"","T",.98,"",426,"","",.9159,"","","RETAINED","","BIO"
43640325127,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","INSHORE","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","STARRY FLOUNDER","PLATICHTHYS STELLATUS",350,"","T",.52,"",350,"","",.6394,"","","RETAINED","","BIO"
43637453859,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",360,"","T",.48,"",360,"","",.5371,"","","RETAINED","","BIO"
43637453860,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",391,"","T",.59,"",391,"","",.6979,"","","RETAINED","","BIO"
43637453861,"CALIFORNIA",2025,"REDWOOD (HUMBOLDT COUNTY, EXCEPT SHELTER COVER AREA, AND DEL NORTE COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",494,"","T",1.2,"",494,"","",1.4648,"","","RETAINED","","BIO"
43640323057,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","SALMON","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",382,"","T",,"",382,"","",.6482,"","","RETAINED","","BIO"
43637450267,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",331,"","T",.46,"",331,"","",.4115,"","","RETAINED","","BIO"
43637450268,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",392,"","T",.69,"",392,"","",.7036,"","","RETAINED","","BIO"
43637450270,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",510,"","T",1.4,"",510,"","",1.6206,"","","RETAINED","","BIO"
43637450271,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","BOTTOMFISH","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",540,"","T",1.7,"",540,"","",1.9426,"","","RETAINED","","BIO"
43637451256,"CALIFORNIA",2025,"CENTRAL (SAN LUIS OBISPO, MONTEREY AND SANTA CRUZ COUNTIES)","INVERTEBRATES","OCEAN <= 3 MILES","","PRIVATE/RENTAL BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",405,"","T",.8,"",405,"","",.7802,"","","RETAINED","","BIO"
43637447797,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",363,"","T",.54,"",363,"","",.5514,"","","RETAINED","","BIO"
43637447798,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",376,"","T",.59,"",376,"","",.6165,"","","RETAINED","","BIO"
43637447799,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",380,"","T",.63,"",380,"","",.6375,"","","RETAINED","","BIO"
43637447801,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",405,"","T",.76,"",405,"","",.7802,"","","RETAINED","","BIO"
43637447802,"CALIFORNIA",2025,"WINE (MENDOCINO COUNTY AND SHELTER COVE AREA IN HUMBOLDT COUNTY)","BOTTOMFISH","OCEAN > 3 MILES","","PARTY/CHARTER BOATS","GROUNDFISH","FLATFISH","FLATFISH","PETRALE SOLE","EOPSETTA JORDANI",408,"","T",.78,"",408,"","",.7987,"","","RETAINED","","BIO"
